issn	journal_name	pub_name	is_hybrid	category
1573-904X	Pharmaceutical Research	Springer	1	NULL
1573-9058	Photosynthetica	Springer	1	NULL
1573-9090	Prospects	Springer	1	NULL
1573-9104	Plant Foods for Human Nutrition	Springer	1	NULL
1573-9295	Systemic Practice and Action Research	Springer	1	NULL
1573-9368	Transgenic Research	Springer	1	NULL
1573-9546	Purinergic Signalling	Springer	1	NULL
1573-966X	International Advances in Economic Research	Springer	1	NULL
1573-9678	Atlantic Economic Journal	Springer	1	NULL
1573-9686	Annals of Biomedical Engineering	Springer	1	NULL
1574-0137	Computer Science Review	Elsevier	1	NULL
1574-0218	Language Resources and Evaluation	Springer	1	NULL
1574-0277	Economic Change and Restructuring	Springer	1	NULL
1574-1192	Pervasive and Mobile Computing	Elsevier	1	NULL
1574-1451	Journal of Inorganic and Organometallic Polymers and Materials	Springer	1	NULL
1574-1818	High Energy Density Physics	Elsevier	1	PHYSICS AND CHEMISTRY
1574-4647	Age	Springer	1	NULL
1574-6267	Australasian Emergency Nursing Journal	Elsevier	1	NULL
1574-7891	Molecular Oncology	Elsevier	1	MOLECULAR AND CELL BIOLOGY
1574-9266	Catalysis Surveys From Asia	Springer	1	NULL
1574-9274	Philosophia	Springer	1	NULL
1574-9282	International Journal of Hindu Studies	Springer	1	NULL
1574-9541	Ecological Informatics	Elsevier	1	ECOLOGY AND EVOLUTION
1575-0922	Endocrinologia y Nutricion	Elsevier	1	NULL
1575-1813	Educaci n M dica	Elsevier	0	NULL
1576-5962	Revista de Psicolog a del Trabajo y de las Organizaciones	Elsevier	0	NULL
1576-8597	Psicologica	Self Owned - Non-Profit Society	0	NULL
1576-9887	Vacunas: investigaci n y pr ctica	Elsevier	1	NULL
1578-2190	Actas Dermo-Sifiliogr ficas (English Edition)	Elsevier	1	NULL
1579-1505	Revista De La Real Academia De Ciencias Exactas, F sicas Y Naturales. Serie A. Matem ticas	Springer	1	NULL
1579-2129	Archivos de Bronconeumolog a (English Edition)	Elsevier	1	NULL
1581-3207	Radiology and Oncology	Versita	0	NULL
1581-8314	Acta Geographica Slovenica-Geografski Zbornik	Self Owned - Non-Profit Society	0	NULL
1584-8663	Chalcogenide Letters	Self Owned - Non-Profit Society	0	PHYSICS AND CHEMISTRY
1588-2780	Journal of Radioanalytical and Nuclear Chemistry	Springer	1	NULL
1588-2810	Neohelicon	Springer	1	NULL
1588-2829	Periodica Mathematica Hungarica	Springer	1	NULL
1588-2861	Scientometrics	Springer	1	NULL
1588-2926	Journal of Thermal Analysis and Calorimetry	Springer	1	NULL
1590-1262	Eating and Weight Disorders - Studies on Anorexia, Bulimia and Obesity	Springer	1	NULL
1590-3478	Neurological Sciences	Springer	1	NULL
1590-8658	Digestive and Liver Disease	Elsevier	1	GASTROENTEROLOGY
1590-9999	Journal of Orthopaedics and Traumatology	Springer	0	NULL
1591-9528	Clinical and Experimental Medicine	Springer	1	NULL
1592-8721	Haematologica/The Hematology Journal	European Hematology Association	0	NULL
1593-2095	Phytopathologia Mediterranea	Firenze University Press	0	NULL
1596-9827	Tropical Journal of Pharmaceutical Research	Self Owned - Non-Profit Society	0	NULL
1598-2254	Plant Pathology Journal	Korean Soc Plant Pathology	0	PLANT BIOLOGY
1598-6357	Journal of Korean Medical Science	Korean Acad Medical Sciences	0	NULL
1600-0684	Journal of Medical Radiation Sciences	Wiley	0	NULL
1600-5368	Acta Crystallographica Section E	Wiley	0	NULL
1601-5223	Hereditas	Wiley Blackwell	0	NULL
1603-9629	Danish Medical Bulletin	Danish Medical Assn	0	NULL
1605-8127	Reviews on Advanced Materials Science	Self Owned - Non-Profit Society	0	NULL
1607-324X	Condensed Matter Physics	Self Owned - Non-Profit Society	0	PHYSICS AND CHEMISTRY
1607-551X	Kaohsiung Journal of Medical Sciences	Elsevier	0	MEDICINE
1607-7938	Hydrology and Earth System Sciences	European  Geosciences Union	0	NULL
1607-7946	Nonlinear Processes in Geophysics	European  Geosciences Union	0	NULL
1607-8462	HPB Surgery	Hindawi	0	NULL
1607-887X	Discrete Dynamics in Nature and Society	Hindawi	0	NULL
1608-4217	Online Journal of Biological Sciences	Science Publications	0	NULL
1610-0646	Zeitschrift F r Epileptologie	Springer	1	NULL
1610-1987	KI - K nstliche Intelligenz	Springer	1	NULL
1610-1995	Datenbank-Spektrum	Springer	1	NULL
1610-2886	Review of World Economics	Springer	1	NULL
1610-2908	Gyn kologische Endokrinologie	Springer	1	NULL
1610-3661	Environmental Chemistry Letters	Springer	1	NULL
1610-7365	Primates	Springer	1	NULL
1610-739X	Journal of General Plant Pathology	Springer	1	NULL
1610-7403	Journal of Forest Research	Springer	1	NULL
1611-2504	Paddy and Water Environment	Springer	1	NULL
1611-4663	Journal of Wood Science	Springer	1	NULL
1611-7530	Theory in Biosciences	Springer	1	NULL
1611-8227	Journal of Material Cycles and Waste Management	Springer	1	NULL
1612-1031	Asia Europe Journal	Springer	1	NULL
1612-1112	Chromatographia	Springer	1	NULL
1612-4677	European Journal of Forest Research	Springer	1	NULL
1612-4766	Journal of Pest Science	Springer	1	NULL
1612-4790	Cognitive Processing	Springer	1	NULL
1612-4812	International Economics and Economic Policy	Springer	1	NULL
1612-4820	Facies	Springer	1	NULL
1612-5118	Landslides	Springer	1	NULL
1612-9067	Esophagus	Springer	1	NULL
1612-9210	EcoHealth	Springer	1	NULL
1612-9830	Journal of Agriculture and Rural Development in the Tropics and Subtropics	Kassel Univ Press Gmbh	0	NULL
1613-2084	Gynecological Surgery	Springer	1	NULL
1613-2238	Journal of Public Health	Springer	1	NULL
1613-4990	Microfluidics and Nanofluidics	Springer	1	NULL
1613-6055	Der Pneumologe	Springer	1	NULL
1613-7159	Public Transport	Springer	1	NULL
1613-7507	Applied Magnetic Resonance	Springer	1	NULL
1613-7523	Spektrum Der Augenheilkunde	Springer	1	NULL
1613-7531	BHM Berg- Und H ttenm nnische Monatshefte	Springer	1	NULL
1613-7558	P diatrie & P dologie	Springer	1	NULL
1613-7566	 sterreichische Wasser- Und Abfallwirtschaft	Springer	1	NULL
1613-7574	ProCare	Springer	1	NULL
1613-7604	Psychotherapie Forum	Springer	1	NULL
1613-7620	E & I Elektrotechnik Und Informationstechnik	Springer	1	NULL
1613-7671	Wiener Klinische Wochenschrift	Springer	1	NULL
1613-7698	Stomatologie	Springer	1	NULL
1613-7817	Wiener Klinisches Magazin	Springer	1	NULL
1613-9178	Central European Journal of Operations Research	Springer	1	NULL
1613-9380	European Journal of Ageing	Springer	1	NULL
1613-964X	Intereconomics	Springer	1	NULL
1613-9658	Computational Statistics	Springer	1	NULL
1613-9674	Oral Radiology	Springer	1	NULL
1613-978X	Wirtschaftsdienst	Springer	1	NULL
1613-9798	Statistical Papers	Springer	1	NULL
1613-981X	Statistical Methods & Applications	Springer	1	NULL
1613-9836	Review of Regional Research	Springer	1	NULL
1613-9860	Translational Behavioral Medicine	Springer	1	NULL
1614-2411	4or	Springer	1	NULL
1614-2454	Annals of Finance	Springer	1	NULL
1614-2950	Tree Genetics & Genomes	Springer	1	NULL
1614-3116	Acta Mechanica Sinica	Springer	1	NULL
1614-3744	Cme	Springer	1	NULL
1614-5054	Innovations in Systems and Software Engineering	Springer	1	NULL
1614-7065	Acta Chimica Sinica	Chinese Chemical Society	0	NULL
1614-7456	Artificial Life and Robotics	Springer	1	NULL
1614-7480	Journal of Soils and Sediments	Springer	1	NULL
1614-7499	Environmental Science and Pollution Research	Springer	1	NULL
1614-7502	The International Journal of Life Cycle Assessment	Springer	1	NULL
1615-1488	Structural and Multidisciplinary Optimization	Springer	1	NULL
1615-2573	Heart and Vessels	Springer	1	NULL
1615-3383	Foundations of Computational Mathematics	Springer	1	NULL
1615-5270	International Journal of Information Security	Springer	1	NULL
1615-5297	Universal Access in the Information Society	Springer	1	NULL
1615-6102	Protoplasma	Springer	1	NULL
1615-6617	Poiesis & Praxis	Springer	0	NULL
1615-6692	Herz	Springer	1	NULL
1615-6714	Journal of Orofacial Orthopedics / Fortschritte Der Kieferorthop die	Springer	1	NULL
1615-6730	Coloproctology	Springer	1	NULL
1615-7605	Bioprocess and Biosystems Engineering	Springer	1	NULL
1615-9071	Osteopathische Medizin	Elsevier	1	NULL
1616-1068	Mine Water and the Environment	Springer	1	NULL
1616-3915	Ichthyological Research	Springer	1	NULL
1616-5047	Mammalian Biology	Elsevier	1	ECOLOGY AND EVOLUTION
1616-7228	Ocean Dynamics	Springer	1	NULL
1616-8658	Fuzzy Information and Engineering	Elsevier	0	NULL
1617-1381	Journal for Nature Conservation	Elsevier	1	ECOLOGY AND EVOLUTION
1617-4623	Molecular Genetics and Genomics	Springer	1	NULL
1617-4917	Personal and Ubiquitous Computing	Springer	1	NULL
1617-6278	Vegetation History and Archaeobotany	Springer	1	NULL
1617-7134	Journal of Economics	Springer	1	NULL
1617-7940	Biomechanics and Modeling in Mechanobiology	Springer	1	NULL
1617-9625	Tobacco Induced Diseases	BioMed Central Ltd	0	MEDICINE
1617-9838	Portuguese Economic Journal	Springer	1	NULL
1617-9854	Information Systems and E-Business Management	Springer	1	NULL
1618-0860	Journal of Plant Research	Springer	1	NULL
1618-1077	Organisms Diversity & Evolution	Springer	1	NULL
1618-1891	Annali Di Matematica Pura Ed Applicata (1923 -)	Springer	1	NULL
1618-1905	International Microbiology	Spanish Society Microbiology	0	NULL
1618-2650	Analytical and Bioanalytical Chemistry	Springer	1	NULL
1618-565X	Comparative Clinical Pathology	Springer	1	NULL
1618-7229	E-Polymers	European Polymer Federation	0	PHYSICS AND CHEMISTRY
1618-727X	Journal of Digital Imaging	Springer	1	NULL
1618-7601	The European Journal of Health Economics	Springer	1	NULL
1618-8667	Urban Forestry & Urban Greening	Elsevier	1	NULL
1618-9558	Clean Technologies and Environmental Policy	Springer	1	NULL
1619-1374	Software & Systems Modeling	Springer	1	NULL
1619-1560	Clinical Autonomic Research	Springer	1	NULL
1619-6937	Acta Mechanica	Springer	1	NULL
1619-6988	Computational Management Science	Springer	1	NULL
1619-7089	European Journal of Nuclear Medicine and Molecular Imaging	Springer	1	NULL
1619-9987	Fuss und Sprunggelenk	Elsevier	1	NULL
1624-5687	Douleurs Evaluation - Diagnostic - Traitement	Elsevier	1	NULL
1627-4830	NPG Neurologie - Psychiatrie - G riatrie	Elsevier	1	NULL
1629-6583	Droit D ontologie & Soin	Elsevier	1	NULL
1631-0683	Comptes rendus - Palevol	Elsevier	1	NULL
1631-0691	Comptes rendus - Biologies	Elsevier	1	ECOLOGY AND EVOLUTION
1631-0705	Comptes rendus - Physique	Elsevier	1	PHYSICS AND CHEMISTRY
1631-0713	Comptes rendus - Geoscience	Elsevier	1	NULL
1631-0721	Comptes rendus - M canique	Elsevier	1	FLUID MECHANICS
1631-073X	Comptes rendus - Math matique	Elsevier	1	MATHEMATICS
1631-0748	Comptes rendus - Chimie	Elsevier	1	PHYSICS AND CHEMISTRY
1634-0760	Vocation sage-Femme	Elsevier	1	NULL
1636-6522	M decine Palliative Soins de Support - Accompagnement - Ethique	Elsevier	1	NULL
1637-4088	La Revue Sage-Femme	Elsevier	1	NULL
1641-1307	Dendrobiology	Polish Academy of Sciences	0	ECOLOGY AND EVOLUTION
1641-7291	Geological Quarterly	Self Owned - Non-Profit Society	0	NULL
1642-3593	Ecohydrology & Hydrobiology	Elsevier	1	NULL
1642-431X	Reproductive Biology	Elsevier	1	VETERINARY
1644-9665	Archives of Civil and Mechanical Engineering	Elsevier	1	STRUCTURAL ENGINEERING
1645-9911	T KHNE - Review of Applied Management Studies	Elsevier	1	NULL
1646-2890	Revista Portuguesa de Estomatologia, Medicina Dent ria e Cirurgia Maxilofacial	Elsevier	0	NULL
1646-3439	Revista Portuguesa de Endocrinologia, Diabetes e Metabolismo	Elsevier	0	NULL
1646-706X	Angiologia e Cirurgia Vascular	Elsevier	0	NULL
1648-3480	Transport	Vilnius Gediminas Technical University 	0	NULL
1654-1642	WMU Journal of Maritime Affairs	Springer	1	NULL
1654-7209	Ambio	Springer	1	NULL
1657-9534	Colombia M _dica	Universidad Del Valle	0	MEDICINE
1658-077X	Journal of the Saudi Society of Agricultural Sciences	Elsevier	0	NULL
1658-3612	Journal of Taibah University Medical Sciences	Elsevier	0	NULL
1658-3655	Journal of Taibah University for Science	Elsevier	0	NULL
1658-3876	Hematology/Oncology and Stem Cell Therapy	Elsevier	0	NULL
1660-3397	Marine Drugs	Self Owned - Mid Sized - Unknown Profit Status	0	FOOD SCIENCE
1660-4601	International Journal of Environmental Research and Public Health	Mdpi	0	NULL
1660-5454	Mediterranean Journal of Mathematics	Springer	1	NULL
1661-4909	Advances in Applied Clifford Algebras	Springer	1	NULL
1661-4917	Archivum Immunologiae Et Therapiae Experimentalis	Springer	1	NULL
1661-5867	Journal F r Verbraucherschutz Und Lebensmittelsicherheit	Springer	1	NULL
1661-7746	Journal of Fixed Point Theory and Applications	Springer	1	NULL
1661-8262	Complex Analysis and Operator Theory	Springer	1	NULL
1661-8289	Mathematics in Computer Science	Springer	1	NULL
1661-8300	Logica Universalis	Springer	1	NULL
1661-8564	International Journal of Public Health	Springer	1	NULL
1662-3592	Qualitative Theory of Dynamical Systems	Springer	1	NULL
1662-453X	Frontiers in Neuroscience	Frontiers	0	NULL
1662-5102	Frontiers in Cellular Neuroscience	Frontiers Research Foundation	0	NEUROSCIENCE
1662-5110	Frontiers in Neural Circuits	Self Owned - Non-Profit Society	0	NEUROSCIENCE
1662-5153	Frontiers in Behavioral Neuroscience	Frontiers Res Found	0	NEUROSCIENCE
1662-5161	Frontiers in Human Neuroscience	Self Owned - Mid Sized - Unknown Profit Status	0	NEUROSCIENCE
1662-5188	Frontiers in Computational Neuroscience	Frontiers Research Foundation	0	NEUROSCIENCE
1662-999X	Journal of Pseudo-Differential Operators and Applications	Springer	1	NULL
1663-9812	Frontiers in Pharmacology	Frontiers	0	NULL
1664-042X	Frontiers in Physiology	Frontiers	0	NULL
1664-0640	Frontiers in Psychiatry	Frontiers	0	NULL
1664-1078	Frontiers in Psychology	Frontiers	0	PSYCHOLOGY
1664-221X	Alpine Botany	Springer	1	NULL
1664-2295	Frontiers in Neurology	Frontiers	0	NULL
1664-235X	Analysis and Mathematical Physics	Springer	1	NULL
1664-2384	Swiss Journal of Palaeontology	Springer	1	NULL
1664-2392	Frontiers in Endocrinology	Frontiers	0	NULL
1664-302X	Fontiers in Microbiology	Frontiers	0	MOLECULAR AND CELL BIOLOGY
1664-3224	Frontiers in Immunology	Frontiers	0	NULL
1664-3615	Bulletin of Mathematical Sciences	Springer	0	NULL
1664-462X	Frontiers in Plant Science	Frontiers	0	PLANT BIOLOGY
1664-8021	Frontiers in Genetics	Frontiers	0	NULL
1665-1146	Bolet n M dico del Hospital Infantil de M xico	Elsevier	0	NULL
1665-1383	Ciencias Cl nicas	Elsevier	0	NULL
1665-5796	Medicina Universitaria	Elsevier	0	NULL
1665-6423	Journal of Applied Research and Technology	Elsevier	0	NULL
1665-7063	Enfermer a Universitaria	Elsevier	0	NULL
1665-8574	Latinoam rica. Revista de Estudios Latinoamericanos	Elsevier	0	NULL
1665-9201	Gaceta Mexicana de Oncolog A	Elsevier	0	NULL
1665-952X	Econom a UNAM	Elsevier	0	NULL
1667-5746	Biocell	Inst Histol Embriol-Conicet	0	NULL
1672-0229	Genomics, Proteomics & Bioinformatics	Elsevier	0	NULL
1672-2930	Journal of Otology	Elsevier	0	NULL
1672-6308	Rice Science	Elsevier	0	NULL
1672-6529	Journal of Bionic Engineering	Elsevier	1	PHYSICS AND CHEMISTRY
1673-8527	Journal of Genetics and Genomics	Elsevier	1	MOLECULAR AND CELL BIOLOGY
1674-2001	Particuology	Elsevier	1	PHYSICS AND CHEMISTRY
1674-2052	Molecular Plant	Elsevier	1	PLANT BIOLOGY
1674-2370	Water Science and Engineering	Elsevier	0	NULL
1674-5507	Current Zoology	Current Zoology	0	ECOLOGY AND EVOLUTION
1674-6384	Chinese Herbal Medicines	Elsevier	1	NULL
1674-7755	Journal of Rock Mechanics and Geotechnical Engineering	Elsevier	0	NULL
1674-7992	Frontiers in Biology	Springer	1	NULL
1674-9278	Advances in Climate Change Research	Elsevier	0	NULL
1674-9847	Geodesy and Geodynamics	Elsevier	0	NULL
1674-9871	Geoscience Frontiers	Elsevier	0	NULL
1676-5680	Genetics and Molecular Research	Self Owned - Non-Profit Society	0	MOLECULAR AND CELL BIOLOGY
1677-6119	International Braz J Urol	SciELO	0	NULL
1677-941X	Acta Botanica Brasilica	SciELO	0	NULL
1678-2674	Acta Cirurgica Brasileira	Self Owned - Non-Profit Society	0	NULL
1678-2690	Anais Da Academia Brasileira De Ciencias	Acad Brasileira De Ciencias	0	NULL
1678-4162	Arquivo Brasileiro De Medicina Veterinaria E Zootecnia	Self Owned - Non-Profit Society	0	NULL
1678-4375	Brazilian Journal of Biology	SciELO	0	NULL
1678-4383	Brazilian Journal of Chemical Engineering	Brazilian Soc Chemical Eng	0	NULL
1678-4391	Brazilian Journal of Infectious Diseases	Self Owned - Non-Profit Society	0	NULL
1678-4405	Brazilian Journal of Microbiology	Sociedade Brasileira De Microbiologia	0	NULL
1678-4448	Brazilian Journal of Physics	Springer	1	NULL
1678-4464	Cadernos De Saude Publica	Self Owned - Non-Profit Society	0	NULL
1678-4561	Ciencia & Saude Coletiva	SciELO	0	NULL
1678-4588	Dados	Instituto Universit   rio De Pesquisas Do Rio De Janeiro	0	NULL
1678-4766	Iheringia Serie Zoologia	Self Owned - Non-Profit Society	0	NULL
1678-4782	Jornal De Pediatria	Self Owned - Non-Profit Society	0	NULL
1678-4790	Journal of the Brazilian Chemical Society	Soc Brasileira Quimica	0	NULL
1678-4804	Journal of the Brazilian Computer Society	Springer	0	NULL
1678-4944	Mana-Estudos De Antropologia Social	SciELO	0	NULL
1678-7153	Psicologia-Reflexao E Critica	SciELO	0	NULL
1678-7765	Journal of Applied Oral Science	Self Owned - Non-Profit Society	0	NULL
1678-8052	Neotropical Entomology	Springer	1	NULL
1678-9199	Journal of Venomous Animals and Toxins Including Tropical Diseases	Self Owned - Non-Profit Society	0	INFECTIOUS DISEASES
1678-9741	Revista Brasileira De Cirurgia Cardiovascular	SciELO	0	NULL
1678-9849	Revista Da Sociedade Brasileira De Medicina Tropical	Sociedade Brasileira De Medicina Tropical	0	NULL
