Publisher	longname	eISSN	pISSN	AuthorPrice	Website	year_price	free
MDPI	Pharmaceuticals	1424-8247		533	http://www.mdpi.com/journal/pharmaceuticals	2012	0
MDPI	Pharmaceutics	1999-4923		263	http://www.mdpi.com/journal/pharmaceutics	2012	0
BioMed Central Ltd	Philosophy  Ethics  and Humanities in Medicine	1747-5341		1625	http://www.peh-med.com	2012	0
Springer	Photonic Sensors	2190-7439		0	http://www.springer.com/13320	2012	1
American Physical Society	Physical Review Special Topics - Accelerators and Beams	1098-4402		0	http://prst-ab.aps.org/	2012	1
American Physical Society	Physical Review Special Topics - Physics Education Research	1554-9178		1700	http://prst-per.aps.org/	2012	0
American Physical Society	Physical Review X	2160-3308		1500	http://prx.aps.org	2012	0
Springer	Planetary Science	2191-2521		1340	http://www.planetary-science.com/	2012	0
Johnson Matthey Plc	Platinum Metals Review	1471-0676		0	http://www.platinummetalsreview.com/	2012	1
PhysMath Central Ltd	PMC Physics A	1754-0410		1625	http://www.physmathcentral.com/pmcphysa/	2012	0
PhysMath Central Ltd	PMC Physics B	1754-0429		1625	http://www.physmathcentral.com/pmcphysb/	2012	0
Springer	Poiesis & Praxis	1615-6617		0	http://www.springer.com/10202	2012	1
MDPI	Polymers	2073-4360		320	http://www.mdpi.com/journal/polymers	2012	0
BioMed Central Ltd	Population Health Metrics	1478-7954		1625	http://www.pophealthmetrics.com	2012	0
Springer	Psychology of Well-Being: Theory  Research and Practice	2211-1522		1070	http://www.psywb.com	2012	0
MDPI	Remote Sensing	2072-4292		263	http://www.mdpi.com/journal/remotesensing	2012	0
BioMed Central Ltd	Reproductive Health	1742-4755		1625	http://www.reproductive-health-journal.com	2012	0
Conselho Nacional do Desenvolvimento Cientâ€™fico e Tecnolâ€”gico	Revista Brasileira de Farmacognosia/ Brazilian Journal of Pharmacognosy	1981-528X		0	http://www.scielo.br/revistas/rbfar/iaboutj.htm	2012	1
BioMed Central Ltd	Saline Systems	1746-1448		1625	http://www.salinesystems.org	2012	0
BioMed Central Ltd	Scandinavian Journal of Trauma  Resuscitation and Emergency Medicine	1757-7241		1805	http://www.sjtrem.com	2012	0
Nature Publishing Group	Scientific Reports	2045-2322		1700	http://www.nature.com/srep/	2012	0
BioMed Central Ltd	Scoliosis	1748-7161		1625	http://www.scoliosisjournal.com	2012	0
Springer	Security Informatics	2190-8532		1070	http://www.security-informatics.com/	2012	0
Springer	Series-Journal of the Spanish Economic Association	1869-4195		0	http://www.springer.com/economics/journal/13209	2012	1
BioMed Central Ltd	Silence	1758-907X		2030	http://www.silencejournal.com	2012	0
BioMed Central Ltd	Skeletal Muscle	2044-5040		1970	http://www.skeletalmusclejournal.com	2012	0
Universitat PolitÂècnica de Catalunya	Sort	2013-8830		0	http://www.idescat.cat/sort/	2012	1
BioMed Central Ltd	Source Code for Biology and Medicine	1751-0473		1625	http://www.scfbm.org	2012	0
BioMed Central Ltd	Sports Medicine  Arthroscopy  Rehabilitation  Therapy & Technology	1758-2555		0	http://www.smarttjournal.com	2012	1
BioMed Central Ltd	Stem Cell Research & Therapy	1757-6512	1757-6512	1845	http://stemcellres.com	2012	0
Springer	Strategies in Trauma and Limb Reconstruction	1828-8928		0	http://www.springer.com/11751	2012	1
BioMed Central Ltd	Substance Abuse Treatment  Prevention  and Policy	1747-597X		1625	http://www.substanceabusepolicy.com	2012	0
MDPI	Sustainability	2071-1050		532	http://www.mdpi.com/journal/sustainability	2012	0
MDPI	Symmetry	2073-8994		320	http://www.mdpi.com/journal/symmetry	2012	0
Springer	The HUGO Journal	1877-6566		1675	http://www.thehugojournal.com/	2012	0
Springer	The Journal of Headache and Pain	1129-2377		0	http://www.springer.com/10194	2012	1
Springer	The Journal of Mathematical Neuroscience	2190-8567		1340	http://www.mathematical-neuroscience.com	2012	0
Health & Medical Publishing Group (HMPG)	The South African Medical Journal	2078-5135		0	http://www.samj.org.za/index.php/samj	2012	1
Econometric Society	Theoretical Economics	1555-7561		0	http://econtheory.org/	2012	1
BioMed Central Ltd	Thrombosis Journal	1477-9560		1625	http://www.thrombosisjournal.com	2012	0
BioMed Central Ltd	Thyroid Research	1756-6614		1625	http://www.thyroidresearchjournal.com	2012	0
BioMed Central Ltd	Tobacco Induced Diseases	1617-9625		1625	http://www.tobaccoinduceddiseases.com	2012	0
MDPI	Toxins	2072-6651		533	http://www.mdpi.com/journal/toxins	2012	0
Vilnius Gediminas Technical University 	Transport	1648-3480		0	http://www.tandfonline.com/action/aboutThisJournal?journalCode=tran20	2012	1
BioMed Central Ltd	Vascular Cell	2045-824X		1625	http://www.vascularcell.com	2012	0
MDPI	Water	2073-4441		320	http://www.mdpi.com/journal/water	2012	0
BioMed Central Ltd	World Journal of Emergency Surgery	1749-7922		1625	http://www.wjes.org	2012	0
Association for Learning Technology	Research in Learning Technology	2156-7077	2156-7069	0	http://www.researchinlearningtechnology.net/index.php/rlt/index	2012	1
ABRASCO	Ciencia & Saude Coletiva	1678-4561	1413-8123	0	NULL	2012	1
ACAD BRASILEIRA DE CIENCIAS	ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS	1678-2690	Jan-65	0	NULL	2012	1
ACADEMIC JOURNALS	International Journal of the Physical Sciences	1992-1950		550	NULL	2012	0
ACTA CIRURGICA BRASILEIRA	Acta Cirurgica Brasileira	1678-2674	0102-8650	0	NULL	2012	1
AELFE	Iberica	1886-7995	1139-7241	0	NULL	2012	1
ALL INDIA OPHTHALMOLOGICAL SOC	INDIAN JOURNAL OF OPHTHALMOLOGY	0301-4738	0301-4738	0	NULL	2012	1
AM SOC INTERVENTIONAL PAIN PHYSICIANS	Pain Physician	1533-3159	1533-3159	0	NULL	2012	1
AMER ASSOC NEUROLOGICAL SURGEONS	Neurosurgical Focus	1092-0684	1092-0684	0	NULL	2012	1
AMER CHEMICAL SOC	JOURNAL OF NATURAL PRODUCTS	0163-3864	0163-3864	0	NULL	2012	1
AMER SOC CELL BIOLOGY	CBE-Life Sciences Education	1931-7913	1931-7913	0	NULL	2012	1
AMER THORACIC SOC	PROCEEDINGS OF THE AMERICAN THORACIC SOCIETY	1943-5665		0	NULL	2012	1
American cancer society	CA-A CANCER JOURNAL FOR CLINICIANS	1542-4863	Jul-35	0	NULL	2012	1
American epilepsy society	Epilepsy Currents	1535-7511		0	NULL	2012	1
ANTHROPOLOGICAL SOC NIPPON	ANTHROPOLOGICAL SCIENCE	0918-7960	0918-7960	0	NULL	2012	0
ASOCIACION ESPANOLA PSICOLOGIA CONDUCTUAL	International Journal of Clinical and Health Psychology	2174-0852	1697-2600	0	NULL	2012	1
ATHA COMUNICACAO & EDITORA	Acta Ortopedica Brasileira	1809-4406		0	NULL	2012	1
AUSTRALIAN ASSOC RESEARCH EDUCATION	AUSTRALIAN EDUCATIONAL RESEARCHER	2210-5328	0311-6999	0	NULL	2012	1
AVES YAYINCILIK	Turkish Journal of Rheumatology	1309-0283		0	NULL	2012	1
AVES YAYINCILIK	Turkish Journal of Hematology	1308-5263		0	NULL	2012	1
B VERKIN INST LOW TEMPERATURE PHYSICS & ENGINEERING	Journal of Mathematical Physics Analysis Geometry	1817-5805	1812-9471	0	NULL	2012	1
BIOMED CENTRAL LTD	Substance Abuse Treatment Prevention and Policy	1747-597X	1747-597X	1775	NULL	2012	0
BIOMED CENTRAL LTD	Journal of Inflammation-London	1476-9255	1476-9255	1895	NULL	2012	0
BIOMED CENTRAL LTD	Scandinavian Journal of Trauma Resuscitation & Emergency Medicine	1757-7241	1757-7241	1960	NULL	2012	0
CAMBRIDGE UNIV PRESS	TEMPO	1478-2286		0	NULL	2012	1
CAMBRIDGE UNIV PRESS	JOURNAL OF AGRICULTURAL SCIENCE	1916-9760	0021-8596	300	NULL	2012	0
CANADIAN DIABETES ASSOC	Canadian Journal of Diabetes	1499-2671	1499-2671	0	NULL	2012	1
CO-ACTION PUBLISHING	International Journal of Qualitative Studies on Health and Well-Being	1748-2631		0	NULL	2012	1
COMSIS CONSORTIUM	Computer Science and Information Systems	1820-0214	1820-0214	0	NULL	2012	1
CURRENT ZOOLOGY	Current Zoology	1674-5507		0	NULL	2012	1
DISCRETE MATHEMATICS THEORETICAL COMPUTER SCIENCE	DISCRETE MATHEMATICS AND THEORETICAL COMPUTER SCIENCE	1365-8050	1365-8050	0	NULL	2012	1
DOVE MEDICAL PRESS LTD	Clinical Interventions in Aging	1176-9092	1176-9092	2200	NULL	2012	0
DOVE MEDICAL PRESS LTD	"Drug Design, Development and Therapy"	1177-8881		2200	NULL	2012	0
DOVE MEDICAL PRESS LTD	Neuropsychiatric Disease and Treatment	1176-6328		2200	NULL	2012	0
DOVE MEDICAL PRESS LTD	Patient Prefence and Adherence 	1177-889X		2200	NULL	2012	0
DOVE MEDICAL PRESS LTD	Open Access Animal Physiology 	1936-2625		1695	NULL	2012	0
DOVE MEDICAL PRESS LTD	Open Access Insect Physiology	1179-2787		1695	NULL	2012	0
DOVE MEDICAL PRESS LTD	OncoTargets and Therapy	1178-6930	1178-6930	2200	NULL	2012	0
E M W PUBLISHING	Progress in Electromagnetics Research-PIER	1559-8985	1559-8985	0	NULL	2012	0
ECSA AUSTRIA	European Integration Online Papers-EIOP	1027-5193	1027-5193	0	NULL	2012	1
EDITIONS TECHNIP	OIL & GAS SCIENCE AND TECHNOLOGY-REVUE DE L INSTITUT FRANCAIS DU PETROLE	1294-4475	1294-4475	0	NULL	2012	1
EDITORIAL BOARD EJTIR	European Journal of Transport and Infrastructure Research	1567-7141	1567-7133	0	NULL	2012	1
EUROPEAN OPTICAL SOC	Journal of the European Optical Society-Rapid Publications	1990-2573	1990-2573	0	NULL	2012	0
FIELD HOUSE PUBLISHING LLP	JOURNAL OF INTERNATIONAL MEDICAL RESEARCH	1473-2300	0300-0605	0	NULL	2012	0
Firenze University Press	Acta Herpetologica	1970-9498	1827-9635	0	NULL	2012	1
FRIENDS SCIENCE PUBL	INTERNATIONAL JOURNAL OF AGRICULTURE AND BIOLOGY	1814-9596		250	NULL	2012	0
Frontiers	Frontiers in Behavioral Neuroscien1662-5153 	1662-5153		2129	NULL	2012	0
GEOLOGICAL SOC FINLAND	BULLETIN OF THE GEOLOGICAL SOCIETY OF FINLAND	0367-5211	0367-5211	0	NULL	2012	1
GRAZ UNIV TECHNOLGOY	JOURNAL OF UNIVERSAL COMPUTER SCIENCE	0948-6968	0948-695X	0	NULL	2012	1
Hindawi	Journal of Function Spaces and Applications	1758-4965	2090-8997	295	NULL	2012	0
Hindawi	Science and Technology of Nuclear Installations	1687-6083		395	NULL	2012	0
Hindawi	Neural Plasticity	1687-5443		1200	NULL	2012	0
Hindawi	Journal of Chemistry	2090-9071		1000	NULL	2012	0
Hindawi	JOURNAL OF AUTOMATED METHODS & MANAGEMENT IN CHEMISTRY	1464-5068	1463-9246	1200	NULL	2012	0
Hindawi	Clinical & Developmental Immunology	1740-2522	1740-2522	1500	NULL	2012	0
HYLE PUBL	HYLE	1433-5158	1433-5158	0	NULL	2012	1
I-TECH EDUCATION AND PUBLISHING	International Journal of Advanced Robotic Systems	1729-8806	1729-8806	1171	NULL	2012	0
INST BRASILEIRO RELACOES INT	Revista Brasileira de Politica Internacional	1983-3121	0034-7329	0	NULL	2012	0
INST ESTADISTICA CATALUNYA-IDESCAT	SORT-Statistics and Operations Research Transactions	1392-5113	1696-2281	0	NULL	2012	1
INST GEOLOGY & GEOGRAPHY	Baltica	0067-3064	0067-3064	0	NULL	2012	1
Slovenian Society Informatika	INFORMATICA	1854-3871	0868-4952	0	NULL	2012	1
INST MATHEMATICS & INFORMATICS	Nonlinear Analysis-Modelling and Control	1392-5113	1392-5113	0	NULL	2012	1
International Academy of Ecology and Environmental Sciences.	Network Biology	2220-8879		0	NULL	2012	1
IRANIAN SCIENTIFIC SOCIETY MEDICAL ENTOMOLOGY	Iranian Journal of Environmental Health Science & Engineering	1735-2746	1735-1979	0	NULL	2012	1
IRANIAN SCIENTIFIC SOCIETY MEDICAL ENTOMOLOGY	Iranian Journal of Parasitology	2008-238x	1735-7020	0	NULL	2012	1
IRANIAN SCIENTIFIC SOCIETY MEDICAL ENTOMOLOGY	Iranian Journal of Pediatrics	2008-2150	2008-2142	0	NULL	2012	1
IVYSPRING INT PUBL	International Journal of Medical Sciences	0974-5343		1405	NULL	2012	0
JAPAN POULTRY SCIENCE ASSOC	JOURNAL OF POULTRY SCIENCE	1349-0486	1346-7395	0	NULL	2012	0
KAMLA-RAJ ENTERPRISES	INTERNATIONAL JOURNAL OF HUMAN GENETICS	0972-3757	0972-3757	75	NULL	2012	0
Kiel Institute for World Economy	ECONOMICS-THE OPEN ACCESS OPEN-ASSESSMENT E-JOURNAL 	1864-6042		0	NULL	2012	1
KOREAN SOC PLANT PATHOLOGY	Plant Pathology Journal	1598-2254	1598-2254	0	NULL	2012	1
MALARIA RESEARCH CENTRE	JOURNAL OF VECTOR BORNE DISEASES	0972-9062		0	NULL	2012	1
MASHHAD UNIV MED SCIENCES	Iranian Journal of Basic Medical Sciences	2008-3874		0	NULL	2012	1
MEDKNOW PUBLICATIONS	International Journal of Diabetes in Developing Countries	1998-3832	0973-3930	0	NULL	2012	1
MEDWELL ONLINE	Journal of Animal and Veterinary Advances	1993-601X	1680-5593	0	NULL	2012	1
MOUNT ALLISON UNIV	Theory and Applications of Categories	1201-561X		0	NULL	2012	1
NATL INST R&D INFORMATICS-ICI	Studies in Informatics and Control	1220-1766	1220-1766	0	NULL	2012	1
NATL INST SCIENCE COMMUNICATION-NISCAIR	Journal of Intellectual Property Rights	0975-1076	0971-7544	0	NULL	2012	1
NATL SPELEOLOGICAL SOC	JOURNAL OF CAVE AND KARST STUDIES	1090-6924	1090-6924	0	NULL	2012	1
NATL UNIV SINGAPORE	RAFFLES BULLETIN OF ZOOLOGY	0217-2445	0217-2445	0	NULL	2012	1
OMICS PUBL GRP	Journal of Proteomics & Bioinformatics	0974-276X		1800	NULL	2012	0
PAGEPRESS PUBL	Italian Journal of Animal Science	1828-051X	1594-4077	807	NULL	2012	0
POLISH ACAD SCIENCES COMMITTEE POLAR RESEARCH	POLISH POLAR RESEARCH	2081-8262	0138-0338	0	NULL	2012	1
PORTLAND PRESS LTD	ASN Neuro	1759-0914	1759-0914	1750	NULL	2012	0
PRINCETON UNIV	FUTURE OF CHILDREN	1550-1558	1054-8289	0	NULL	2012	1
REVISTA DE BIOLOGIA TROPICAL	REVISTA DE BIOLOGIA TROPICAL	0034-7744	0034-7744	0	NULL	2012	0
ROUTLEDGE JOURNALS	Politikon	1470-1014	0258-9346	0	NULL	2012	1
SCIENCE CHINA PRESS	JOURNAL OF INFRARED AND MILLIMETER WAVES	1001-9014	1001-9014	0	NULL	2012	0
Science Publications	ONLINE JOURNAL OF BIOLOGICAL SCIENCES	1608-4217		0	NULL	2012	0
Scientific Research Publishers	Open Journal of Ecology	2162-1993		0	NULL	2012	0
Scientific Research Publishers	Open Journal of Geology	2161-7589		0	NULL	2012	0
SCIENTIFIC TECHNICAL RESEARCH COUNCIL TURKEY-TUBITAK	TURKISH JOURNAL OF VETERINARY & ANIMAL SCIENCES	1303-6181	1300-0128	0	NULL	2012	1
Shanghai Jiao Tong University	Nano-Micro Letters	2150-5551		0	NULL	2012	1
SINGAPORE MEDICAL ASSOC	SINGAPORE MEDICAL JOURNAL	0037-5675	0037-5675	0	NULL	2012	1
SOC BRASIL CIRURGIA CARDIOVASC	Revista Brasileira de Cirurgia Cardiovascular	1678-9741	0102-7638	0	NULL	2012	1
SOC BRASILEIRA ENTOMOLOGIA	REVISTA BRASILEIRA DE ENTOMOLOGIA	1806-9665	0085-5626	0	NULL	2012	0
SOC BRASILEIRA FARMACOGNOSIA	Revista Brasileira de Farmacognosia-Brazilian Journal of Pharmacognosy	1981-528X		0	NULL	2012	1
SOC BRASILEIRA FITOPATHOLOGIA	Tropical Plant Pathology	1983-2052	1982-5676	0	NULL	2012	1
SOC BRASILEIRA MATEMATICA APLICADA & COMPUTACIONAL	COMPUTATIONAL & APPLIED MATHEMATICS	1807-0302	0101-8205	0	NULL	2012	1
SOC BRASILEIRA MEDICINA TROPICAL	Revista da Sociedade Brasileira de Medicina Tropical	1678-9849	0037-8682	0	NULL	2012	1
SOC BRASILEIRA OFTALMOLOGIA	Revista Brasileira de Oftalmologia	1982-8551	0034-7280	0	NULL	2012	1
SOC CHILENA ANATOMIA	INTERNATIONAL JOURNAL OF MORPHOLOGY	0717-9502	0717-9502	0	NULL	2012	0
SOC FIELD CROP SCI	Turkish Journal of Field Crops	1301-1111	1301-1111	0	NULL	2012	0
SOC FITOQUIMICA LATINOAMERICANA	Boletin Latinoamericano y del Caribe de Plantas Medicinales y Aromaticas	0717-7917	0717-7917	0	NULL	2012	1
Springer	EURASIP Journal on Audio Speech and Music Processing	1687-4722	1687-4714	950	NULL	2012	0
Taylor Francis	JOURNAL OF EDUCATIONAL RESEARCH	1940-0675	0022-0671	0	NULL	2012	1
TUBITAK SCIENTIFIC & TECHNICAL RESEARCH COUNCIL TURKEY	TURKISH JOURNAL OF BIOLOGY	1303-6092	1300-0152	0	NULL	2012	1
TUBITAK SCIENTIFIC & TECHNICAL RESEARCH COUNCIL TURKEY	TURKISH JOURNAL OF BOTANY	1303-6106		0	NULL	2012	1
TUBITAK SCIENTIFIC & TECHNICAL RESEARCH COUNCIL TURKEY	Turkish Journal of Electrical Engineering and Computer Sciences	1303-6203	1300-0632	0	NULL	2012	1
TUBITAK SCIENTIFIC & TECHNICAL RESEARCH COUNCIL TURKEY	TURKISH JOURNAL OF ZOOLOGY	1303-6114	1300-0179	0	NULL	2012	1
TURKISH BIOCHEM SOC	Turkish Journal of Biochemistry-Turk Biyokimya Dergisi	0250-4685	0250-4685	0	NULL	2012	1
TURKISH ONLINE JOURNAL EDUCATIONAL TECH-TOJET	Turkish Online Journal of Educational Technology	2146-7242		471	NULL	2012	0
UNIV ALBERTA	CANADIAN JOURNAL OF SOCIOLOGY-CAHIERS CANADIENS DE SOCIOLOGIE	1710-1123	0318-6431	0	NULL	2012	1
UNIV CATOLICA DE VALPARAISO	ELECTRONIC JOURNAL OF BIOTECHNOLOGY	0717-3458	0717-3458	600	NULL	2012	0
UNIV NACIONAL AUTONOMA MEXICO	Investigacion Economica	0185-1667	0185-1667	0	NULL	2012	1
UNIV TEHRAN	International Journal of Environmental Research	2008-2304	1735-6865	0	NULL	2012	1
UNIV ZAGREB	ACTA BOTANICA CROATICA	0365-0588	0365-0588	0	NULL	2012	1
University of Windsor	Informal Logic 	0824-2577		0	NULL	2012	1
VERSITA	Geochronometria	1897-1695	1733-8387	0	NULL	2012	1
VERSITA	Journal of Medical Biochemistry	1452-8266		0	NULL	2012	1
Versita	International Journal of  Applied Mathematics and Computer Science 	2083-8492		0	NULL	2012	1
Versita	Metrology and Measurement Systems	0860-8229	0860-8229	0	NULL	2012	1
Versita	Archives of Acoustics	0137-5075	0137-5075	0	NULL	2012	1
Versita	Geologica Carpathica	1336-8052	1335-0552	0	NULL	2012	1
VERSITA	ACTA PHARMACEUTICA	1846-9558	1330-0075	470	NULL	2012	0
VETERINARY SOLUTIONS LLC	International Journal of Applied Research in Veterinary Medicine	1559-470X	1542-2666	0	NULL	2012	0
VINCA INST NUCLEAR SCI	Nuclear Technology & Radiation Protection	1452-8185	1451-3994	0	NULL	2012	1
FRONTIERS RES FOUND	Frontiers in Behavioral Neuroscience	1662-5153		2173	NULL	2012	0
TAYLOR & FRANCIS LTD	MEDICAL MYCOLOGY	1460-2709	1369-3786	0	NULL	2012	1
Max Planck Inst	Living Reviews in Solar Physics		1614-4961	0	NULL	2013	1
Max Planck Inst	Living Reviews in Relativity	1433-8351	1433-8351	0	http://relativity.livingreviews.org/About/	2013	1
Wiley Blackwell	Theoretical Economics		1555-7561	0	NULL	2013	1
PUBLIC LIBRARY SCIENCE	PLOS BIOLOGY	1545-7885	1544-9173	2900	http://www.plosbiology.org/	2013	0
AMER ECONOMIC ASSOC	JOURNAL OF ECONOMIC PERSPECTIVES		0895-3309	0	http://www.aeaweb.org/jep/index.php	2013	1
PUBLIC LIBRARY SCIENCE	PLOS MEDICINE	1549-1676	1549-1277	2900	http://www.plosmedicine.org	2013	0
NATURE PUBLISHING GROUP	Molecular Systems Biology	1744-4292	1744-4292	3900	http://www.nature.com/msb/index.html	2013	0
PUBLIC LIBRARY SCIENCE	PLoS Genetics	1553-7404	1553-7390	2250	http://www.plosgenetics.org/	2013	0
Wiley Blackwell	EMBO Molecular Medicine		1757-4676	3972	NULL	2013	0
